refdate,refdate2,date,team,opponent,win,runs,runs_allowed
 5/ 8, 5/ 8/2016,5/8/2016,WSN,CHC,FALSE,3,4
 5/ 9, 5/ 9/2016,5/9/2016,WSN,DET,TRUE,5,4
 5/ 10, 5/ 10/2016,5/10/2016,WSN,DET,FALSE,4,5
 5/ 11, 5/ 11/2016,5/11/2016,WSN,DET,TRUE,3,2
 5/ 13, 5/ 13/2016,5/13/2016,WSN,MIA,TRUE,5,3
 5/ 14 , 5/ 14 /2016,5/14/2016,WSN,MIA,TRUE,6,4
 5/ 14 , 5/ 14 /2016,5/14/2016,WSN,MIA,FALSE,1,7
 5/ 15, 5/ 15/2016,5/15/2016,WSN,MIA,FALSE,1,5
 5/ 17, 5/ 17/2016,5/17/2016,WSN,NYM,FALSE,0,2
 5/ 18, 5/ 18/2016,5/18/2016,WSN,NYM,TRUE,7,1
 5/ 19, 5/ 19/2016,5/19/2016,WSN,NYM,TRUE,9,1
 5/ 20, 5/ 20/2016,5/20/2016,WSN,MIA,TRUE,4,1
 5/ 21, 5/ 21/2016,5/21/2016,WSN,MIA,FALSE,2,3
 5/ 22, 5/ 22/2016,5/22/2016,WSN,MIA,TRUE,8,2
 5/ 23, 5/ 23/2016,5/23/2016,WSN,NYM,FALSE,1,7
 5/ 24, 5/ 24/2016,5/24/2016,WSN,NYM,TRUE,7,4
 5/ 25, 5/ 25/2016,5/25/2016,WSN,NYM,FALSE,0,2
 5/ 26, 5/ 26/2016,5/26/2016,WSN,STL,TRUE,2,1
 5/ 27, 5/ 27/2016,5/27/2016,WSN,STL,FALSE,2,6
 5/ 28, 5/ 28/2016,5/28/2016,WSN,STL,FALSE,4,9
 5/ 29, 5/ 29/2016,5/29/2016,WSN,STL,TRUE,10,2
 5/ 30, 5/ 30/2016,5/30/2016,WSN,PHI,TRUE,4,3
 5/ 31, 5/ 31/2016,5/31/2016,WSN,PHI,TRUE,5,1
 6/ 1, 6/ 1/2016,6/1/2016,WSN,PHI,TRUE,7,2
 6/ 3, 6/ 3/2016,6/3/2016,WSN,CIN,FALSE,2,7
 6/ 4, 6/ 4/2016,6/4/2016,WSN,CIN,FALSE,3,6
 6/ 5, 6/ 5/2016,6/5/2016,WSN,CIN,TRUE,10,9
 6/ 7, 6/ 7/2016,6/7/2016,WSN,CHW,TRUE,10,5
 6/ 8, 6/ 8/2016,6/8/2016,WSN,CHW,TRUE,11,4
 6/ 9, 6/ 9/2016,6/9/2016,WSN,CHW,FALSE,1,3
 6/ 10, 6/ 10/2016,6/10/2016,WSN,PHI,TRUE,9,6
 6/ 11, 6/ 11/2016,6/11/2016,WSN,PHI,TRUE,8,0
 6/ 12, 6/ 12/2016,6/12/2016,WSN,PHI,TRUE,5,4
 6/ 13, 6/ 13/2016,6/13/2016,WSN,CHC,TRUE,4,1
 6/ 14, 6/ 14/2016,6/14/2016,WSN,CHC,FALSE,3,4
 6/ 15, 6/ 15/2016,6/15/2016,WSN,CHC,TRUE,5,4
 6/ 16, 6/ 16/2016,6/16/2016,WSN,SDP,TRUE,8,5
 6/ 17, 6/ 17/2016,6/17/2016,WSN,SDP,TRUE,7,5
 6/ 18, 6/ 18/2016,6/18/2016,WSN,SDP,FALSE,3,7
 6/ 19, 6/ 19/2016,6/19/2016,WSN,SDP,FALSE,3,6
 6/ 20, 6/ 20/2016,6/20/2016,WSN,LAD,FALSE,1,4
 6/ 21, 6/ 21/2016,6/21/2016,WSN,LAD,FALSE,2,3
 6/ 22, 6/ 22/2016,6/22/2016,WSN,LAD,FALSE,3,4
 6/ 24, 6/ 24/2016,6/24/2016,WSN,MIL,FALSE,3,5
 6/ 25, 6/ 25/2016,6/25/2016,WSN,MIL,FALSE,5,6
 6/ 26, 6/ 26/2016,6/26/2016,WSN,MIL,TRUE,3,2
 6/ 27, 6/ 27/2016,6/27/2016,WSN,NYM,TRUE,11,4
 6/ 28, 6/ 28/2016,6/28/2016,WSN,NYM,TRUE,5,0
 6/ 29, 6/ 29/2016,6/29/2016,WSN,NYM,TRUE,4,2
 6/ 30, 6/ 30/2016,6/30/2016,WSN,CIN,TRUE,13,4
 7/ 1, 7/ 1/2016,7/1/2016,WSN,CIN,TRUE,3,2
 7/ 2, 7/ 2/2016,7/2/2016,WSN,CIN,FALSE,4,9
 7/ 3, 7/ 3/2016,7/3/2016,WSN,CIN,TRUE,12,1
 7/ 4, 7/ 4/2016,7/4/2016,WSN,MIL,FALSE,0,1
 7/ 5, 7/ 5/2016,7/5/2016,WSN,MIL,FALSE,2,5
 7/ 6, 7/ 6/2016,7/6/2016,WSN,MIL,TRUE,7,4
 7/ 7, 7/ 7/2016,7/7/2016,WSN,NYM,FALSE,7,9
 7/ 8, 7/ 8/2016,7/8/2016,WSN,NYM,TRUE,3,1
 7/ 9, 7/ 9/2016,7/9/2016,WSN,NYM,TRUE,6,1
 7/ 10, 7/ 10/2016,7/10/2016,WSN,NYM,TRUE,3,2
 7/ 15, 7/ 15/2016,7/15/2016,WSN,PIT,TRUE,5,1
 7/ 16, 7/ 16/2016,7/16/2016,WSN,PIT,TRUE,6,0
 7/ 17, 7/ 17/2016,7/17/2016,WSN,PIT,FALSE,1,2
 7/ 19, 7/ 19/2016,7/19/2016,WSN,LAD,FALSE,4,8
 7/ 20, 7/ 20/2016,7/20/2016,WSN,LAD,TRUE,8,1
 7/ 21, 7/ 21/2016,7/21/2016,WSN,LAD,FALSE,3,6
 7/ 22, 7/ 22/2016,7/22/2016,WSN,SDP,FALSE,3,5
 7/ 23, 7/ 23/2016,7/23/2016,WSN,SDP,TRUE,3,2
 7/ 24, 7/ 24/2016,7/24/2016,WSN,SDP,FALSE,6,10
 7/ 26, 7/ 26/2016,7/26/2016,WSN,CLE,FALSE,6,7
 7/ 27, 7/ 27/2016,7/27/2016,WSN,CLE,TRUE,4,1
 7/ 28, 7/ 28/2016,7/28/2016,WSN,SFG,TRUE,4,2
 7/ 29, 7/ 29/2016,7/29/2016,WSN,SFG,TRUE,4,1
 7/ 30, 7/ 30/2016,7/30/2016,WSN,SFG,FALSE,3,5
 7/ 31, 7/ 31/2016,7/31/2016,WSN,SFG,FALSE,1,3
 8/ 1, 8/ 1/2016,8/1/2016,WSN,ARI,TRUE,14,1
 8/ 2, 8/ 2/2016,8/2/2016,WSN,ARI,TRUE,10,4
 8/ 3, 8/ 3/2016,8/3/2016,WSN,ARI,TRUE,8,3
 8/ 5, 8/ 5/2016,8/5/2016,WSN,SFG,TRUE,5,1
 8/ 6, 8/ 6/2016,8/6/2016,WSN,SFG,FALSE,1,7
 8/ 7, 8/ 7/2016,8/7/2016,WSN,SFG,TRUE,1,0
 8/ 9, 8/ 9/2016,8/9/2016,WSN,CLE,FALSE,1,3
 8/ 10, 8/ 10/2016,8/10/2016,WSN,CLE,TRUE,7,4
 8/ 12, 8/ 12/2016,8/12/2016,WSN,ATL,FALSE,5,8
 8/ 13, 8/ 13/2016,8/13/2016,WSN,ATL,TRUE,7,6
 8/ 14, 8/ 14/2016,8/14/2016,WSN,ATL,TRUE,9,1
 8/ 15, 8/ 15/2016,8/15/2016,WSN,COL,TRUE,5,4
 8/ 16, 8/ 16/2016,8/16/2016,WSN,COL,FALSE,2,6
 8/ 17, 8/ 17/2016,8/17/2016,WSN,COL,FALSE,10,12
 8/ 18, 8/ 18/2016,8/18/2016,WSN,ATL,TRUE,8,2
 8/ 19, 8/ 19/2016,8/19/2016,WSN,ATL,TRUE,7,6
 8/ 20, 8/ 20/2016,8/20/2016,WSN,ATL,TRUE,11,9
 8/ 21, 8/ 21/2016,8/21/2016,WSN,ATL,FALSE,6,7
 8/ 22, 8/ 22/2016,8/22/2016,WSN,BAL,FALSE,3,4
 8/ 23, 8/ 23/2016,8/23/2016,WSN,BAL,FALSE,1,8
 8/ 24, 8/ 24/2016,8/24/2016,WSN,BAL,FALSE,8,10
 8/ 25, 8/ 25/2016,8/25/2016,WSN,BAL,TRUE,4,0
 8/ 26, 8/ 26/2016,8/26/2016,WSN,COL,TRUE,8,5
 8/ 27, 8/ 27/2016,8/27/2016,WSN,COL,FALSE,4,9
 8/ 28, 8/ 28/2016,8/28/2016,WSN,COL,FALSE,3,5
 8/ 29, 8/ 29/2016,8/29/2016,WSN,PHI,TRUE,4,0
 8/ 30, 8/ 30/2016,8/30/2016,WSN,PHI,TRUE,3,2
 8/ 31, 8/ 31/2016,8/31/2016,WSN,PHI,TRUE,2,1
 9/ 2, 9/ 2/2016,9/2/2016,WSN,NYM,TRUE,4,1
 9/ 3, 9/ 3/2016,9/3/2016,WSN,NYM,FALSE,1,3
 9/ 4, 9/ 4/2016,9/4/2016,WSN,NYM,FALSE,1,5
 9/ 5, 9/ 5/2016,9/5/2016,WSN,ATL,TRUE,6,4
 9/ 6, 9/ 6/2016,9/6/2016,WSN,ATL,TRUE,9,7
 9/ 7, 9/ 7/2016,9/7/2016,WSN,ATL,TRUE,5,4
 9/ 8, 9/ 8/2016,9/8/2016,WSN,PHI,FALSE,1,4
 9/ 9, 9/ 9/2016,9/9/2016,WSN,PHI,TRUE,5,4
 9/ 10, 9/ 10/2016,9/10/2016,WSN,PHI,TRUE,3,0
 9/ 11, 9/ 11/2016,9/11/2016,WSN,PHI,TRUE,3,2
 9/ 12, 9/ 12/2016,9/12/2016,WSN,NYM,TRUE,8,1
 9/ 13, 9/ 13/2016,9/13/2016,WSN,NYM,FALSE,3,4
 9/ 14, 9/ 14/2016,9/14/2016,WSN,NYM,TRUE,1,0
 9/ 16, 9/ 16/2016,9/16/2016,WSN,ATL,TRUE,7,2
 9/ 17, 9/ 17/2016,9/17/2016,WSN,ATL,FALSE,3,7
 9/ 18, 9/ 18/2016,9/18/2016,WSN,ATL,FALSE,2,6
 9/ 19, 9/ 19/2016,9/19/2016,WSN,MIA,FALSE,3,4
 9/ 20, 9/ 20/2016,9/20/2016,WSN,MIA,FALSE,0,1
 9/ 21, 9/ 21/2016,9/21/2016,WSN,MIA,TRUE,8,3
 9/ 23, 9/ 23/2016,9/23/2016,WSN,PIT,FALSE,5,6
 9/ 24, 9/ 24/2016,9/24/2016,WSN,PIT,TRUE,6,1
 9/ 25, 9/ 25/2016,9/25/2016,WSN,PIT,TRUE,10,7
 9/ 26, 9/ 26/2016,9/26/2016,WSN,ARI,FALSE,4,14
 9/ 27, 9/ 27/2016,9/27/2016,WSN,ARI,TRUE,4,2
 9/ 28, 9/ 28/2016,9/28/2016,WSN,ARI,FALSE,0,3
 9/ 29, 9/ 29/2016,9/29/2016,WSN,ARI,TRUE,5,3
 9/ 30, 9/ 30/2016,9/30/2016,WSN,MIA,FALSE,4,7
 10/ 1, 10/ 1/2016,10/1/2016,WSN,MIA,TRUE,2,1
 10/ 2, 10/ 2/2016,10/2/2016,WSN,MIA,TRUE,10,7
